publication_type,author,book_authors,group_authors,book_group_authors,researcher_id_number,orcid_identifier,editors,title,funding_text,part_number,patent_assignee,publication_name,book_series_title,book_series_subtitle,volume,issue,special_issue,meeting_abstract,beginning_page,ending_page,article_number,digital_object_identifier,book_digital_object_identifier,early_access_date,supplement,publication_date,published_year,abstract,conference_title,conference_date,conference_sponsor,conference_location,wos_core_collection_times_cited_count,total_times_cited_count,issn,electronic_issn,international_standard_book_number,accession_number,pubmed_id
J,"Hasala, Dresden; Supak, Stacy; Rivers, Louie",,,,,"Supak, Stacy/0000-0001-5073-8271; Rivers, Louie/0000-0001-7240-6710",,"Green infrastructure site selection in the Walnut Creek wetland community: A case study from southeast Raleigh, North Carolina",,,,LANDSCAPE AND URBAN PLANNING,,,196,,,,,,103743,10.1016/j.landurbplan.2020.103743,,,,Apr-20,2020,"Recent findings have shown that minority communities are frequently underserved by green infrastructure developments relative to non-minority communities, as local installations of green infrastructure often follow patterns of gentrification. Antipathy from these communities toward existing environmental management efforts present further obstacles related to green infrastructure placement. While hydrologic modeling has been highly utilized in decision support for green infrastructure placement, this technique does not consider ownership, access concerns, or the importance of visibility. Alternatively, participatory geographic information systems (PPGIS) can provide a different perspective from hydrologic models, as they have the potential to forecast community perceptions of green infrastructure utility, rather than hydrological benefit. We use a mixed-methods approach to optimize green infrastructure site-selection that considers hydrologic vulnerabilities in the context of place-based knowledge and historical realities. Residents' perceptions of the locations of nuisance flooding were reported via participatory mapping within a paper-based survey (n = 95) conducted in the communities surrounding Walnut Creek, a historically African-American community in Raleigh, North Carolina. Hotspot analysis was used to identify statistically significant clustering, which was related to a correspondence between participant-indicated nuisance flooding sites and high flow accumulation cells. Comparison of the participatory and hydrologic hotspot analyses show some geospatial overlap for potential green infrastructure placement. We propose that, when undertaken with community input, green infrastructure installation in these downstream areas may help offset localized flooding patterns while facilitating greater trust with stormwater and environmental practitioners.",,,,,0,0,0169-2046,1872-6062,,WOS:000514248900008,
J,"Hewitt, Richard J.; Pera, Florencia A.; Garcia-Martin, Maria; Gaudry-Sada, Karl-Heinz; Hernandez-Jimenez, Veronica; Bieling, Claudia",,,,"hewitt, richard/AAT-9902-2020; de Investigacion Geologico y Energetico - IIGE, Instituto/AAJ-2630-2020","hewitt, richard/0000-0003-4169-8647; Bieling, Claudia/0000-0001-5001-4150; Garcia Martin, Maria/0000-0003-4616-3844",,Mapping Adolescents' Sense of Place and Perceptions of Change in an Urban-Rural Transition Area,,,,ENVIRONMENTAL MANAGEMENT,,,65,3,,,334,354,,10.1007/s00267-019-01249-5,,,,Mar-20,2020,"Landscapes are changing, with rural areas becoming increasingly urbanized. Children and adolescents are underrepresented in the sense-of-place literature. Our study aimed to understand how adolescent residents of a rural-urban transition area perceive and value their urbanizing landscape by examining sense of place and perceptions of landscape change. A Public Participation GIS approach, accompanied by a questionnaire survey, was applied to elicit responses from a sample of 747 students aged 12-18 in Colmenar Viejo, Madrid (Spain). Respondents' sense of ""self-in-place"" or home range was small, around 1 km, although valued places were identified up to around 17 km away, and occasionally further afield. Most responses were associated with urban land, with clear difference between the urban core, strongly associated with emotions, and the suburbs, with activities. Functional locations (i.e. sports facilities) and places which were valued for their social meaning (i.e. shopping malls), could be differentiated. Students were perceptive about change processes in the urban area, but not about those on the peripheral semi-natural land. Younger children were less aware than older children of spaces outside of the town and carried out fewer activities there. Females carried out fewer outdoor activities than male adolescents. In contrast to the adult population, students were more strongly focused on urban areas than on their surrounding rural landscapes. Here, awareness-raising and incentives are needed, particularly those encouraging females into the use of areas beyond the urban land. Our results suggest a lack of meaningful integration between the core city and the periphery, with lessons for urban planners.",,,,,0,0,0364-152X,1432-1009,,WOS:000515601500005,31938875
J,"Brown, Greg; Reed, Pat; Raymond, Christopher M.",,,,"Raymond, Christopher/G-2712-2010","Raymond, Christopher/0000-0002-7165-885X",,Mapping place values: 10 lessons from two decades of public participation GIS empirical research,,,,APPLIED GEOGRAPHY,,,116,,,,,,102156,10.1016/j.apgeog.2020.102156,,,,Mar-20,2020,"The concept of ""place"" links people to their environment and is foundational to disciplines such as geography, environmental psychology, and urban studies. With growth in geographic information systems (GIS) in the 1990s, research began to operationalize place concepts using GIS to better inform land use decisions. After two decades, participatory mapping has emerged as an important method to identify place values. This article summarizes lessons from empirical research completed in diverse social and geographic contexts. Specifically, we find that mapped place values: (1) are best understood as relationship values, (2) reflect participant spatial/ geographic discounting, (3) are closely related to place attachment and ""sense of place"" concepts, (4) are correlated with participant attitudes and preferences toward land use, (5) are predictive of land use conflict, (6) are associated with physical landscape features, (7) are generally stable over time, (8) are valid at multiple geographic scales, (9) exhibit greater similarity than differences across geographic areas and populations, and (10) show little evidence of actually influencing land use decisions. Despite research validity and the potential to improve social acceptability of land use decisions, place values will have limited social impact without elevating the importance of broader public participation in current socio-political systems.",,,,,4,4,0143-6228,1873-7730,,WOS:000518403700007,
J,"Raymond, Christopher M.; Fagerholm, Nora; Kytta, Marketta",,,,"Raymond, Christopher/G-2712-2010; Fagerholm, Nora/A-6164-2015","Raymond, Christopher/0000-0002-7165-885X; Fagerholm, Nora/0000-0001-5020-0746",,Honouring the participatory mapping contributions and enduring legacy of Professor Gregory G. Brown,,,,APPLIED GEOGRAPHY,,,116,,,,,,102155,10.1016/j.apgeog.2020.102155,,,,Mar-20,2020,"This commentary honours the seminal and foundational contributions of Professor Gregory G. (Greg) Brown to the fields of public participation geographic information systems (PPGIS), natural resource management and spatial planning. We synthesise his work into four theses that underpinned his three decades of research: 1) The mapping of place values provides place-specific information about sense of place which can aid in the assessment of the risks associated with landscape modification; 2) PPGIS analysis techniques can support socially acceptable and scientifically defensible land-use decisions in multiple planning contexts; 3) Issues of representation and data quality can be systematically investigated and managed; and 4) While PPGIS is increasingly being applied by cities and other organisations globally, there remains multiple challenges regarding the use of PPGIS findings in land-use decision making. We then briefly summarise his future visions for PPGIS research into: improving participation, and identifying and controlling threats to spatial data quality; turning PPGIS from a participation tool to a political force that can engage with the politics of place and, related to the previous vision; building capacity and champions for those who see the value in participatory mapping methods and are willing to articulate publicly how participatory contributions will be used. The co-authors and all signatories to this commentary are deeply grateful for the many ways that Greg has touched our lives over the years. He will be sadly missed.",,,,,0,0,0143-6228,1873-7730,,WOS:000518403700005,
J,"Arki, Vesa; Koskikala, Joni; Fagerholm, Nora; Kisanga, Danielson; Kayhko, Niina",,,,"hernandez, andres/AAF-9086-2020; Fagerholm, Nora/A-6164-2015","Fagerholm, Nora/0000-0001-5020-0746",,Associations between local land use/land cover and place-based landscape service patterns in rural Tanzania,,,,ECOSYSTEM SERVICES,,,41,,,,,,101056,10.1016/j.ecoser.2019.101056,,,,Feb-20,2020,"Securing reliable flows of landscape services is a vital prerequisite for sustaining well-being, especially in the rural Global South, where livelihoods of local communities are dependent on the surrounding village landscapes. To support sustainable landscape development strategies, increased understanding is needed on how landscape services are associated with physical landscapes. In this paper, we studied how place-based landscape services are spatially associated with local land use/land cover (LULC) patterns in three rural villages in the Southern Highlands of Tanzania. We mapped the spatial distribution of eight provisioning and one cultural landscape service indicators through participatory mapping and identified their associations with the local LULC patterns using chi-square residual and correlation analysis. Based on our results, LULC patterns are significantly associated with landscape service patterns. Although local realities and interactions have created unique association patterns, some commonalities were found in all villages. This suggests that spatial information on LULC patterns could be used as a proxy for landscape service patterns at broader scales.",,,,,1,1,2212-0416,,,WOS:000509730300015,
J,"Pullanikkatil, Deepa; Mograbi, Penelope J.; Palamuleni, Lobina; Ruhiiga, Tabukeli; Shackleton, Charlie",,,,"Mograbi, Penelope/J-8495-2019","Mograbi, Penelope/0000-0001-8437-7021; Pullanikkatil, Deepa/0000-0003-1685-4548",,Unsustainable trade-offs: provisioning ecosystem services in rapidly changing Likangala River catchment in southern Malawi,,,,ENVIRONMENT DEVELOPMENT AND SUSTAINABILITY,,,22,2,,,1145,1164,,10.1007/s10668-018-0240-x,,,,Feb-20,2020,"Provisioning ecosystem services of the Likangala River Catchment in southern Malawi are important for livelihoods of those living there. Remote sensing, participatory mapping and focus group discussions were used to explore the spatio-temporal changes and trade-offs in land-cover change from 1984 to 2013, and how that affects provisioning ecosystem services in the area. Communities derive a number of provisioning ecosystem services from the catchment. Forty-eight species of edible wild animals (including birds), 28 species of edible wild plants and fungi, 22 species of medicinal plants, construction materials, ornamental flowers, firewood, honey, gum, reeds and thatch/weaving grasses were derived from the catchment and used by local communities. These provisioning services are under threat from land-use change within two ""hot-spots"", Zomba Mountain and mouth of the river at Lake Chilwa. Zomba Mountain has experienced losses in forests and gains in shrublands, and Lake Chilwa area saw losses of forests, wetlands and shrublands due to increased areas under cultivation. Extrapolation of trends of land cover change in the catchment until 2023 revealed that forests and wetlands will occupy less than 2% of the catchment, while urban areas will grow to over 5% of catchment area. The main driver for land-use change is need for expansion of agricultural land for food production. Participatory mapping and focus group discussions point towards a decline in provisioning services in the catchment and spill-over effects to other catchments. This requires a holistic approach to address the drivers of land-use change for effective management of this ecosystem.",,,,,1,1,1387-585X,1573-2975,,WOS:000511659800024,
S,,,,,,,"Tarman, KTarman, K","World Seafood Congress 2019 - Seafood Supply Chains of the Future: Innovation, Responsibility, Sustainability",,,,"World Seafood Congress 2019 - Seafood Supply Chains of the Future: Innovation, Responsibility, Sustainability",IOP Conference Series-Earth and Environmental Science,,414,,,,,,,,,,,2020,2020,"This 334-page book is part of a series on earth and environmental science. The book is divided into 32 chapters. The first chapter deals with participatory mapping-assessing problems and defined marine conservation planning and zoning in Jor Bay, Indonesia. The second chapter deals with physical treatments to induce the antibacterial and antioxidant activities of green algae Halimeda sp. from Seribu Islands, North Jakarta, Indonesia. The third chapter deals with organic acid produced by lactic acid bacteria from bekasam as food biopreservatives. The fourth chapter deals with formulation and characterization of body scrub using marine alga Halimeda macroloba, chitosan and konjac flour. The remaining chapters deals with improvement stability of phycocyanin from Spirulina platensis encapsulated by water soluble chitosan nanoparticles, study on stock structure of Indian mackerel (Rastrelliger kanagurta) in fisheries management area 712 of Indonesia using morphological characters with Truss network analysis approach, Kaizen implementation in seaweed aquaculture (Gracilaria sp.) in Karawang, West Java-a productivity improvement case study. Each chapter contains a list of references. The text is written in English and indexed by subject with tables and figures. Users of this book will include ecologists, food technologists, and marine biologists.","World Seafood Congress - Seafood Supply Chains of the Future - Innovation, Responsibility, SustainabilityWorld Seafood Congress - Seafood Supply Chains of the Future - Innovation, Responsibility, Sustainability","September 09 -11, 2019September 09 -11, 2019",Int Collaborat Off; IPB UnivInt Collaborat Off; IPB Univ,,0,0,1755-1307(print),,*****************(P),BCI:BCI202000606270,
J,"Setyowati, Abidah B.",,,,,"Setyowati, Abidah/0000-0002-2239-6849",,Making Territory and Negotiating Citizenship in a Climate Mitigation Initiative in Indonesia,,,,DEVELOPMENT AND CHANGE,,,51,1,SI,,144,166,,10.1111/dech.12541,,,,Jan-20,2020,"For almost two decades, the concept of Payments for Ecosystem Services (PES) has been widely adopted in Indonesia, in policy initiatives ranging from pilot projects to more established PES schemes and Reducing Emissions from Deforestation and Forest Degradation (REDD+) programmes. Drawing on a case study of a REDD+ initiative in Aceh, Indonesia, this article analyses how the initiative became an avenue to renegotiate political authority, territory and citizenship. Analysis of relevant documents, combined with focus group discussions and interviews at local and national levels, reveals the complex processes by which the authority to govern forest is claimed and legitimized through the revision of provincial land-use plans, and shows how citizenship is rearticulated through participatory mapping processes. The article demonstrates that the initiative has been negotiated and reshaped to conform to local aspirations for greater control over forests and to achieve broader development goals. The discourses of green economy and REDD+ have provided the Aceh government and communities with a new 'surface of engagement' to express Acehnese struggles over territory and citizenship by aligning with global climate change issues.",,,,,0,0,0012-155X,1467-7660,,WOS:000506242300007,
J,"Chen, Chundi; Wang, Yuncai; Jia, Junsong; Mao, Longfei; Meurk, Colin D.",,,,"Wang, Yuncai/W-8509-2019",,,Ecosystem services mapping in practice: A Pasteur's quadrant perspective,,,,ECOSYSTEM SERVICES,,,40,,,,,,101042,10.1016/j.ecoser.2019.101042,,,,Dec-19,2019,"Compared to non-spatial calculation of service values which is not intuitive, ecosystem services (ESs) mapping are more appealing to practitioners. However, applying these representations into ecological practice is still a challenge. Such research essentially embraces fundamental and applied characteristics, which have been exemplified by ""Pasteur's Quadrant"" of use-inspired basic research. Based on this instructive quadrant model, we propose an analytical framework (Problem-Research-Practice) to review 76 SCI ESs mapping articles that purport to be relevant to ecological practice. Two questions led our investigation: (1) do these studies emulate (intentionally or otherwise) Pasteur's Quadrant by establishing a clear pathway between research and practice (e.g. particular problems, issues or needs in the real world)? (2) what challenges-cum-opportunities for ESs mapping do we observe that may overcome resistance to practical purposes? Overall, substantial gaps exist in the research capacity to produce transformative and/or readily-usable knowledge; existing efforts to map ESs generally belie the conventions of practice systems. Given that ecological practice engages with real world problems at varying scales of human activity, we suggest some possible ways forward, such as developing participatory mapping techniques and alternative indicators directly targeting human needs that may accelerate uptake of ESs mapping outcomes by practitioners.",,,,,1,1,2212-0416,,,WOS:000496918500015,
J,"Battisti, Luca; Corsini, Filippo; Gusmerotti, Natalia Marzia; Larcher, Federica",,,,,"BATTISTI, LUCA/0000-0002-6813-6049; LARCHER, FEDERICA/0000-0001-6881-2943",,"Management and Perception of Metropolitan Natura 2000 Sites: A Case Study of La Mandria Park (Turin, Italy)",,,,SUSTAINABILITY,,,11,21,,,,,6169,10.3390/su11216169,,,,Nov-19,2019,"The European Commission promotes management practices for nature conservation and human well-being, requiring the involvement of users in Natura 2000 sites. The research aim was to investigate the user's aesthetic perception in relation to the adoption of different management measures, within an Italian metropolitan Natura 2000 site. The research was performed in La Mandria Park in 2018 (1780 ha). The method was based on a participatory approach (interviews, questionnaires and participatory mapping), involving both park managers and users. Four main landscape elements were identified: lawns, woodlands, lines of trees and water bodies. Questionnaires (N = 232) were analyzed by descriptive and regression analysis. Mapped preferred places were analyzed using ecological indexes on 500 m land use buffers. A gendered perception of the aesthetic quality was detected, demonstrating that women are more strictly connected to nature than men. Users involved in park activities better perceived the aesthetic quality, while regular visitors had a worst perception. From participatory mapping (N = 137), it emerges that the eight preferred places are characterized by a mixed land use with different maintenance regimes and ecological values. Users' perceptions should be integrated in a co-management plan in metropolitan Natura 2000 sites, combining nature conservation with user enjoyment.",,,,,1,1,,2071-1050,,WOS:000501205200296,
J,"Selgrath, Jennifer C.; Gergel, Sarah E.",,,,"Gergel, Sarah/M-4642-2017","Gergel, Sarah/0000-0003-2202-1403; Selgrath, Jennifer/0000-0002-5062-1177",,How Much is Enough? Improving Participatory Mapping Using Area Rarefaction Curves,,,,LAND,,,8,11,,,,,166,10.3390/land8110166,,,,Nov-19,2019,"Participatory mapping is a valuable approach for documenting the influence of human activities on species, ecosystems, and ecosystem services, as well as the variability of human activities over space and time. This method is particularly valuable in data-poor systems; however, there has never been a systematic approach for identifying the total number of respondents necessary to map the entire spatial extent of a particular human activity. Here, we develop a new technique for identifying sufficient respondent sample sizes for participatory mapping by adapting species rarefaction curves. With a case study from a heavily fished marine ecosystem in the central Philippines, we analyze participatory maps depicting locations of individuals' fishing grounds across six decades. Within a specified area, we assessed how different sample sizes (i.e. small vs. large numbers of respondents) would influence the estimated extent of fishing for a specified area. The estimated extent of fishing demonstrated asymptotic behavior as after interviewing a sufficiently large number of individuals, additional respondents did not increase the estimated extent. We determined that 120 fishers were necessary to capture 90% of the maximum spatial extent of fishing within our study area from 1990 to 2010, equivalent to 1.1% of male fishers in the region. However, a higher number of elder fishers need to be interviewed to accurately map fishing extent in 1960 to 1980. Participatory maps can provide context for current ecosystem conditions and can support guidelines for management and conservation. Their utility is strengthened by better consideration of the impacts of respondent sample sizes and how this can vary over time for historical assessments.",,,,,1,1,,2073-445X,,WOS:000500022000006,
J,"Jaligot, Remi; Hasler, Stephanie; Chenal, Jerome",,,,,,,National assessment of cultural ecosystem services: Participatory mapping in Switzerland,,,,AMBIO,,,48,10,,,1219,1233,,10.1007/s13280-018-1138-4,,,,Oct-19,2019,"Previous studies assessed cultural ecosystem services (CES) at the local scale but often ignored them in national assessments. This paper explores CES relationships in Switzerland using web-based participatory mapping. We identified the spatial relationships between CES, the drivers of negative change and solutions to mitigate it. Results indicated that CES tend to have positive spatial relationships, although not always significant. A proxy-based approach supported the findings that the provision of heritage and inspiration services decreased along the urban-rural gradient while others increased. Participants located more CES close to their residence, but acknowledged their presence in distant alpine regions. They reported that better planning and stricter implementation of policies were necessary to refrain CES loss. According to respondents, there might be a density threshold to ensure sustainable supply of CES. Although mitigation measures were specific enough at the national scale, they remained too broad to be applicable at the local scale.",,,,,4,4,0044-7447,1654-7209,,WOS:000483798100010,30612314
J,"Burdon, D.; Potts, T.; McKinley, E.; Lew, S.; Shilland, R.; Gormley, K.; Thomson, S.; Forster, R.",,,,"Forster, Rodney/J-1756-2019","Forster, Rodney/0000-0001-6990-1673; Burdon, Daryl/0000-0003-0825-0664",,Expanding the role of participatory mapping to assess ecosystem service provision in local coastal environments,,,,ECOSYSTEM SERVICES,,,39,,,,,,101009,10.1016/j.ecoser.2019.101009,,,,Oct-19,2019,"There has been increasing international effort to better understand the diversity and quality of marine natural capital, ecosystem services and their associated societal benefits. However, there is an evidence gap as to how these benefits are identified at the local scale, where benefits are provided and to whom, trade-offs in development decisions, and understanding how benefits support well-being. Often the benefits of conservation are poorly understood at the local scale, are not effectively integrated into policy and are rarely included meaningfully in public discourse. This paper addresses this disjuncture and responds to the demand for improving dialogue with local communities and stakeholders. Participatory GIS mapping is used as a direct means of co-producing knowledge with stakeholder and community interests. This paper drives a shift from development of participatory approaches to adaptive applications in real-world case studies of local, national and international policy relevance. The results from four sites along the UK North Sea coast are presented. This paper showcases a robust stakeholder-driven approach that can be used to inform marine planning, conservation management and coastal development. Although the demonstration sites are UK-focused, the methodology presented is of global significance and can be applied across spatial and temporal scales.",,,,,6,6,2212-0416,,,WOS:000487830600039,
